location_mid west,location_north,location_north east,location_north west,location_south,location_south east,location_south west,property_type_apartments,property_type_dorms,property_type_homes,property_type_hostels,property_type_houses,property_type_school buildings,property_type_townhouses,construction_year,renovation_year,ever_renovated,predicted_price,hvac,plumbing,electrical
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1932,1928,1,258305,19,7,48
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1905,1961,1,109952,8,20,31
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1993,1959,0,19394,35,22,39
0,0,0,0,0,0,1,0,0,0,0,0,0,1,2010,1959,0,985271,24,19,36
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2007,1959,0,380959,18,10,28
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1955,1959,0,303450,27,15,18
0,0,0,1,0,0,0,1,0,0,0,0,0,0,2001,1959,0,374742,8,16,20
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2005,2016,1,92824,32,7,39
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1973,1954,1,258384,35,18,18
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1984,1989,1,894854,21,22,41
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1983,1959,0,798273,19,18,12
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1925,1951,1,25684,22,12,40
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1905,1925,1,277037,26,8,44
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1956,1978,1,211082,6,20,41
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1965,2017,1,432392,30,17,42
0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017,1990,1,668384,16,19,41
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1953,1971,1,138740,9,20,34
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1908,1959,0,433392,11,17,33
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1928,1959,0,50090,24,9,34
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1997,1926,1,24801,26,11,18
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1914,1933,1,489583,13,24,44
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1982,2018,1,256968,32,19,33
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1921,1959,0,896845,26,7,37
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1935,1986,1,71470,34,21,30
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1920,1959,0,406303,10,6,25
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1904,1909,1,894489,34,10,36
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2020,1950,1,836610,33,11,36
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1987,1915,1,473443,15,6,33
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1994,1959,0,479200,27,23,29
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1959,1959,0,88545,12,21,38
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,1959,0,200230,29,19,19
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1906,1994,1,554747,35,13,33
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1951,1910,1,54506,30,6,18
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1980,1959,0,355765,22,17,30
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2004,1959,0,575520,33,8,42
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1910,1959,0,169855,14,23,36
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1903,1938,1,742768,15,23,33
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1907,1959,0,475295,20,9,41
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1909,1959,0,354590,26,22,17
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1986,1959,0,155156,12,20,14
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1978,1959,0,520648,19,7,34
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,1959,0,58532,15,19,28
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1976,1959,0,464015,34,19,41
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1997,1959,0,651377,33,6,40
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,1911,1,768699,33,15,12
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1995,1959,0,575191,22,18,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1957,1997,1,307877,12,10,39
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1953,1959,0,994369,32,10,26
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1934,1932,1,245161,33,23,30
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1976,1918,1,441310,24,13,45
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1949,1959,0,480197,25,8,36
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1901,1959,0,40751,35,12,35
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1931,1959,0,38285,17,18,29
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1957,1959,0,100835,7,7,12
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1962,1959,0,74452,31,11,41
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2007,1959,0,24803,17,15,38
0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,1959,0,717013,34,21,27
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1938,1954,1,857846,14,12,39
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1965,1962,1,822528,12,23,18
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2011,1910,1,253317,16,6,28
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1911,1919,1,723230,6,16,22
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1972,1907,1,112091,16,13,37
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1940,1959,0,451228,16,23,31
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1976,1923,1,832036,28,6,21
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1947,1997,1,302334,30,24,42
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1994,1930,1,370050,14,19,46
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2012,1959,0,69560,20,15,45
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1969,1957,1,430605,31,8,22
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1945,1939,1,508457,24,16,32
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2017,1959,0,632961,22,14,30
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1944,1959,0,209138,11,22,44
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1970,1959,0,890841,31,11,45
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1924,1908,1,687379,24,7,33
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,1959,0,146299,10,11,38
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1960,1977,1,899068,14,9,34
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1955,1959,0,264088,22,13,34
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,1959,0,243907,21,14,19
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,1952,1,618667,35,6,31
0,0,0,0,1,0,0,0,0,0,0,0,1,0,2000,1963,1,664030,12,19,23
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1987,1910,1,834774,31,10,39
0,0,0,1,0,0,0,1,0,0,0,0,0,0,2001,1959,0,809554,32,16,14
0,0,0,0,0,0,1,1,0,0,0,0,0,0,2022,2003,1,582366,8,19,36
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2020,1959,0,944205,14,13,41
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1904,1911,1,735340,32,10,19
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2004,1901,1,654431,19,14,30
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1958,1959,0,102125,36,18,16
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1974,1959,0,181255,33,14,48
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1967,1962,1,307968,33,14,27
0,0,0,0,1,0,0,1,0,0,0,0,0,0,2010,1903,1,114937,29,21,15
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,1959,0,238484,27,7,21
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1985,1946,1,922376,27,8,48
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1901,2000,1,485061,13,22,38
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1989,1959,0,746204,15,8,32
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1919,1959,0,102704,17,10,47
0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,1962,1,547282,24,20,26
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977,1919,1,819203,33,14,38
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1936,2005,1,923524,22,10,16
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021,2017,1,29927,17,23,41
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1921,1959,0,981809,25,15,40
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1924,1959,0,270825,13,18,21
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1980,1925,1,28324,8,10,41
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1973,1959,0,734202,8,16,32
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1983,2017,1,921185,26,14,34
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1906,1959,0,287523,32,13,19
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1984,1959,0,546099,11,7,18
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1929,1959,0,544252,28,19,33
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1911,2001,1,26567,27,11,24
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1972,1960,1,735614,32,21,37
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1963,1959,0,569844,23,19,17
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1968,1959,0,624901,18,7,25
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1905,1959,0,485292,34,16,26
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1958,1959,0,287244,7,16,39
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1934,1959,0,317485,7,12,12
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1959,1951,1,254268,6,22,47
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1966,2002,1,437242,10,18,46
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1909,1994,1,357291,29,8,31
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1956,1919,1,247183,22,20,27
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1902,1959,0,578010,34,11,39
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1910,1959,0,276043,14,9,42
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,2014,1,426775,25,16,42
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1970,1959,0,553272,36,13,14
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2008,1994,1,411275,34,12,17
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000,1959,0,361059,13,23,36
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1911,2020,1,637844,10,23,15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1994,1959,0,976360,10,15,36
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1953,1959,0,179306,10,18,34
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,1959,0,465347,21,15,20
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1971,1959,0,797005,18,13,36
0,0,0,0,0,0,1,1,0,0,0,0,0,0,2018,1959,0,111182,17,21,37
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1950,1959,0,307416,17,16,48
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1914,1959,0,431892,11,13,19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1938,1952,1,904972,9,22,19
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1931,1959,0,24045,28,9,29
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1906,1959,0,790521,32,23,47
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018,1959,0,326245,22,6,12
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1966,1959,0,429290,21,8,38
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,1925,1,40530,24,16,40
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1950,1918,1,56506,19,11,31
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2003,1959,0,179561,29,24,20
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1907,1903,1,100882,6,10,19
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1985,1901,1,668216,12,15,41
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1954,1959,0,996335,21,9,41
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1925,1982,1,605056,9,6,23
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1971,1979,1,158796,19,16,32
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1910,1959,0,135137,25,11,26
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2004,1959,0,223664,15,12,33
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1936,1936,1,184187,26,13,48
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005,1964,1,508594,13,12,15
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2021,1912,1,775890,10,18,16
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1950,1963,1,955561,18,7,24
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1954,1959,0,480527,8,9,24
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1937,1959,0,741699,11,23,14
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1974,1959,0,159236,23,19,47
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1909,1959,0,695265,13,6,36
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1949,1959,0,872039,33,19,19
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1928,1967,1,175287,24,18,44
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1929,1959,0,644135,25,20,19
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1930,1959,0,841104,35,20,31
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1925,1959,0,197762,12,9,48
0,0,0,0,1,0,0,0,0,0,0,1,0,0,2010,1959,0,608066,35,24,26
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1991,1900,1,363684,35,22,16
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1902,1915,1,650371,20,6,21
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1933,1971,1,919487,21,11,23
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2012,1966,1,200356,14,20,29
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1997,1959,0,476932,33,10,46
0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,2022,1,693390,35,17,21
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1910,1930,1,666490,23,6,21
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1906,1947,1,196896,34,20,14
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1993,1959,0,623265,19,16,23
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1927,1959,0,464854,33,14,20
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1968,1959,0,611391,7,19,42
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1904,1976,1,692076,19,17,30
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014,1963,1,871547,34,22,13
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1994,1956,1,65037,12,10,23
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1960,1959,0,196714,35,8,23
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,2020,1,257349,24,24,26
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1966,1930,1,628915,17,9,24
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,1959,0,15042,36,24,45
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1955,1966,1,655338,15,22,15
0,1,0,0,0,0,0,0,0,0,0,1,0,0,2005,1959,0,563567,7,15,36
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1996,1955,1,747232,12,15,13
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1979,1959,0,82453,18,24,21
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1945,1959,0,100992,21,8,32
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1971,1941,1,846860,25,17,20
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1960,1959,0,627783,29,7,26
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1945,1959,0,117214,23,15,12
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1919,1931,1,493705,30,11,47
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1974,1959,0,16751,27,10,28
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1919,1959,0,67025,18,11,39
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1905,1959,0,263078,12,23,43
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1979,1959,0,725549,22,7,44
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1995,1977,1,171006,12,11,20
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1968,1959,0,215911,6,10,16
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1935,2007,1,838804,11,17,48
0,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,1959,0,774820,26,8,30
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1900,1959,0,985402,33,13,28
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1901,1996,1,884047,28,16,46
0,0,0,0,0,0,1,0,0,1,0,0,0,0,2001,1959,0,709463,14,15,36
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1959,0,474794,9,15,44
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1959,1920,1,402700,9,14,45
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1960,1983,1,812962,26,22,43
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1949,1959,0,734927,15,8,16
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1970,1903,1,747496,11,21,47
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1987,1959,0,225960,21,19,26
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990,1959,0,795533,6,23,16
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1919,1959,0,762672,28,17,38
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1931,1953,1,815080,36,13,41
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1960,1959,0,560071,10,8,32
0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,1959,0,77468,12,7,38
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1937,1959,0,491193,10,10,29
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1904,1993,1,585325,26,16,23
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1908,1987,1,199359,24,15,14
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1912,1959,0,23127,23,18,36
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1944,1969,1,128657,23,7,15
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1914,1976,1,624428,33,24,48
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1992,1959,0,129561,19,21,27
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,1959,0,307477,25,18,13
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1935,1986,1,876278,13,20,24
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1919,1991,1,747661,26,8,39
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1989,1950,1,964939,22,15,35
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1964,1959,0,776720,21,23,29
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1923,1959,0,68007,26,13,23
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1903,1959,0,727437,36,19,34
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1960,1959,0,947284,11,20,15
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1938,2015,1,601549,33,22,38
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1948,1960,1,978495,28,23,41
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1973,1959,0,989542,35,23,40
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1937,1959,0,632723,15,6,38
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1927,1959,0,72695,23,7,29
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1981,1900,1,95363,36,22,32
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1916,1942,1,403110,22,16,15
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1949,1959,1,826844,14,13,32
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1970,1912,1,61563,31,14,20
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1957,1978,1,804873,33,18,18
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1911,1996,1,144279,31,17,31
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1982,1959,0,507384,20,7,13
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1932,1959,0,476203,19,18,39
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1909,1959,0,967177,8,12,25
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1943,1984,1,380765,31,10,25
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1905,1959,0,396068,22,19,29
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1963,1959,0,907597,21,13,35
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1928,1959,0,829013,15,15,36
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1961,1997,1,418856,17,12,33
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1975,1959,0,602902,10,20,28
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1975,1969,1,144800,33,20,48
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1919,1959,0,523188,13,12,44
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1994,1959,0,405343,36,8,41
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1913,1959,0,846312,11,23,23
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1989,1907,1,364291,27,13,46
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1950,1995,1,601035,20,22,13
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1954,1,866563,12,19,19
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2003,1959,0,940240,23,17,27
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1936,1959,0,65211,11,21,19
0,0,0,0,0,0,1,0,0,0,0,0,1,0,2012,1976,1,799130,33,11,39
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,1921,1,607762,19,12,32
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2007,1959,0,565226,17,11,29
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1906,1935,1,817262,6,14,46
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1927,1978,1,195352,10,13,21
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1951,1959,0,602456,22,20,23
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1942,1959,0,386873,35,17,29
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1979,1959,0,894492,11,15,48
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1997,1949,1,875897,10,13,14
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1916,1959,0,953934,14,20,34
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1927,1959,0,254620,28,21,30
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1946,2001,1,138927,27,16,23
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1993,2014,1,841492,16,21,29
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1988,1944,1,371152,22,16,45
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1984,1959,0,846283,25,13,19
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1901,1928,1,239880,16,10,40
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1958,1959,0,67547,35,10,23
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1943,1968,1,370009,16,23,32
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1914,1959,0,215925,24,7,15
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1905,1921,1,131088,33,6,32
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1950,1959,0,83341,23,14,47
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1992,1959,0,905704,31,9,23
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1973,1919,1,707445,30,14,32
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1982,1959,0,701863,11,17,38
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1924,1998,1,785499,24,21,35
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1905,1959,0,316240,35,18,14
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1938,1989,1,842246,30,23,23
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1965,1986,1,366999,34,21,38
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1982,1904,1,762457,29,21,28
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1928,1959,0,566586,34,21,19
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1925,1959,0,648469,8,19,19
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1911,1959,0,112603,10,7,17
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,1930,1,440273,28,6,35
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1915,1959,0,158942,21,20,33
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1922,1908,1,621011,16,14,15
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1963,1959,0,759972,24,17,27
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1952,1905,1,252633,29,20,37
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1987,1959,0,144835,27,9,13
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1979,1959,0,245775,33,13,35
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1970,1949,1,771872,28,17,21
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1995,1994,1,393767,19,11,46
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,1959,0,955420,16,19,30
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2006,1959,0,520813,35,11,14
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1904,1959,0,656104,13,19,19
0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021,1959,0,630213,31,14,20
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1974,2004,1,706434,16,20,46
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1965,1911,1,689199,35,23,21
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1979,1970,1,888302,24,19,13
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1992,2016,1,401922,27,7,32
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1963,1999,1,585649,25,18,40
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1940,1959,0,199436,35,10,29
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1984,1959,0,326284,16,9,45
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1930,1954,1,381077,25,24,39
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,1959,0,802271,35,15,35
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1951,1971,1,322107,26,23,18
